id,content,type,replyTo,parent,author,revision,talk_page,timestamp
700434097.254.254,"Barack Obama is a disgrace to his race and should not be remembered on Black History Month. I will get a old veterans book from a friend of mine and tell you some good black hero's that should be remembered in that month. Give me a day or two and I will edit this post and give you those names and a short version of there story.  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
",COMMENT_MODIFICATION,699574941.2.0,700434065.254.254,SineBot,700434097,Talk:Barack Obama,2016-01-18 13:54:36.000000 UTC
708306001.15206.15206,"===Arbitrary Break===
In response to concerns, I typed the words ""Benghazi criticism"" into Google Search. I reached ] article from ABC News as the 5th option. In addition to having the word ""Criticisms"" in the title, it also includes that word or some derivative of it 7 times in the body of the article. What more do you need?
== Fox News ==
",COMMENT_MODIFICATION,,708204980.13775.14016,Display name 99,708306001,Talk:Barack Obama,2016-03-04 20:52:42.000000 UTC
704870837.353.355,"==Keystone XL pipeline segment==
",COMMENT_REMOVAL,,698939576.929.929,Lowercase sigmabot III,704870837,Talk:Barack Obama,2016-02-14 02:40:41.000000 UTC
708204980.13775.14016,"== Fox News ==
",SECTION_CREATION,,,Thewolfchild,708204980,Talk:Barack Obama,2016-03-04 07:13:05.000000 UTC
708354965.3060.4051,"*See [WIKI_LINK: Talk:Barack Obama/FAQ#Q2|FAQ question 2].
",COMMENT_REMOVAL,,708183626.13115.13115,SQL,708354965,Talk:Barack Obama,2016-03-05 03:22:49.000000 UTC
709107123.22905.22925,"This is absurd Barack Obama's name in Indonesia was Barry Soetoro!
",COMMENT_REMOVAL,,709098686.22925.22905,SMP0328.,709107123,Talk:Barack Obama,2016-03-09 05:00:32.000000 UTC
707925330.3799.3799,"== Benghazi parapgraph ==
",SECTION_CREATION,,,Scjessey,707925330,Talk:Barack Obama,2016-03-02 16:28:31.000000 UTC
703156731.1474.0,"== First sentence ==
",SECTION_CREATION,,,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
703154827.0.1972,"First off, thanks to the editors who crafted a lot of great narrative content, especially the well-rounded lead.
As this page has grown and his presidency has encompassed everything a president does (speeches, policies, elections, and so on), it seems to have lost a good narrative flow. It's unfortunately not the Featured Article it was on the day of his election. Specifically, there's not a particularly cohesive narrative of his presidency. There's a long list of policy views and actions, but not a general history. This leads to a feeling that it's disconnected. I’ll note that [WIKI_LINK: Presidency of Barack Obama] doesn’t have a cohesive narrative either, instead compromising several lists and a bunch of separate policy areas. Work on this page can carry over to that one.
As a model article I will point to [WIKI_LINK: Bill Clinton] (and [WIKI_LINK: Hillary Clinton], although she’s not yet a president). The section on his presidency blends his [WIKI_LINK: United States presidential election in New Hampshire, 1992#Democratic primary|political story], his [WIKI_LINK: Lewinsky scandal|personal quirks], his [WIKI_LINK: North American Free Trade Agreement|policy achievements] (and [WIKI_LINK: Clinton health care plan of 1993|failures]), his [WIKI_LINK: Economic policy of Bill Clinton|overall effect on the country], and the broader context in which his presidency occurred, in a reasonably easy-to-follow way. The only section dedicated to particular policies (“Military and foreign events”) is a cohesive and roughly chronological account.
What would be great is a '''10+ paragraph walkthrough of the general course of Obama’s presidency''': the ups and downs, the major initiatives ([WIKI_LINK: Obamacare] and [WIKI_LINK: American Recovery and Reinvestment Act of 2009|rebooting the economy] in particular). Imagine if you want to read for 5 minutes about what he's done. It's not feasible to peruse through a dozen different sections on his energy, Iraq, health care, LGBT, immigration, etc. positions. That would be difficult to follow. The intricate details of his policy achievements are better suited to in-depth articles like [WIKI_LINK: Barack Obama social policy]. Elevating the most notable accomplishments and trimming the others allows this article to stay reasonably-sized and engaging.
The way I think about it is as a biography: when you look back at the overall term, what are the most important bits and what is your general impression? Now condense that into an article for a general audience. The smaller initiatives aren't going to be defining aspects of his legacy. A good biography is going to include a well-balanced account from start to finish, mentioning landmark achievements, his [WIKI_LINK: Social policy of Barack Obama#LGBT issues|biggest thematic priorities] (and [WIKI_LINK: Gun control after the Sandy Hook Elementary School shooting|unsuccessful efforts]), and all the other things swirling around, some of which are out of his control. Important aspects of his meta-presidency include the slow but steady economic growth, continued instability in the Middle East alongside the rise of ISIS, increasing public support for LGBT rights (helping him in 2012), a bigger and more heated focus on race relations, and the loss of Democratic majorities alongside increasingly stark political partisanship (see [WIKI_LINK: Tea Party]). Many of these things are consequences of deeper trends, but he played a role in shaping or responding to each. You can't remove a person from their historical context.
It's also worth addressing the contrast between the campaign ideal of ""Yes We Can"" (political unity and racial solidarity), and the actual history. While we elected an African-American president, we didn't solve our deep-seated racial conundrums. Again, this is not his fault, but it's an important theme to explore.
And it's got to be chronological. A biography doesn't jump from topic to topic in each new chapter.
This is the general idea. I'll work on something but these things are always a collaborative effort.
This is an article [EXTERNAL_LINK: '''tens of millions of people'''] have read or will read and I’m excited to make it better.
",COMMENT_REMOVAL,,701011053.3282.3268,72.243.248.66,703154827,Talk:Barack Obama,2016-02-03 20:58:09.000000 UTC
706950815.4741.4741,"::::Agredd, this ship has long sailed.
",COMMENT_MODIFICATION,706886434.4731.4731,706950766.4741.4741,67.68.163.7,706950815,Talk:Barack Obama,2016-02-26 05:15:57.000000 UTC
701582378.4910.4888,"sup yo barack likes to shave his earlobes in the morning
",COMMENT_ADDING,701011053.3268.3268,,Thompbro,701582378,Talk:Barack Obama,2016-01-25 10:56:55.000000 UTC
699574941.266.0,"There is no mention of his famous Trayvon Martin speech which I think the media seized on for gun control legislation. (mostly liberal outlets)  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
",COMMENT_RESTORATION,,695392136.377.377,Meters,699574941,Talk:Barack Obama,2016-01-13 04:02:01.000000 UTC
701439455.2145.2145,"== [WIKI_LINK: Barack Obama and the Enemies Within] ==
",COMMENT_MODIFICATION,,701433376.2145.2145,Scjessey,701439455,Talk:Barack Obama,2016-01-24 16:14:22.000000 UTC
708172596.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: '''Not done:''' That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
:::That's generally correct, but with all the to and fro I can't actually determine what the ""status quo"" is. The diff supplied by Scjessey is certainly not the first insertion of this paragraph. That said, if we can get a rough consensus for removal I will do so. — Martin ( ·
::::Still though, that is kind of backwards. The consensus should be achieved before it is added, not to remove contested material in a BLP. It was first added [EXTERNAL_LINK: here], the version before it was added is [EXTERNAL_LINK: here]. My problems with the edit are listed [EXTERNAL_LINK: here]. I do not think the article should include the edit until it is discussed and the problems are addressed, but I am will to say consensus is against me after a time, if that is the case. But it should not be edit warred into the article and have the page protected to make it impossible to remove. Thanks.
:::::It seems it was added earlier than this, sometime in February, so that is not the first time is was inserted. I can only point you towards [WIKI_LINK: meta:The Wrong Version|The Wrong Version]. Continue to discuss and if there is consensus to remove I'll do so forthwith. It's nothing so horrendous that it can't stay for a few hours. — Martin ( ·
::::::In the meantime, the small correction? -  ''''
:::::::I've no issue with the correction. I'm involved or I'd make the change myself.
::::::::This minor correction will do fine.
:It should be removed — if not immediately, then as soon as protection expires. This kind of editing in partisan political material is terribly inappropriate, both in substance and editing process. -
::How is it ""partisan""...? -  ''''
:::The accusations against the President and Secretary of State, members of one political party, were made more or less exclusively by operatives of the opposing party for political purposes. That's the definition of partisan, on one side or another of a political division. -
::::Wait, whom precisely are you accusing of being operatives of what, exactly?
== Fox News ==
",COMMENT_MODIFICATION,,708172256.10076.10076,SQL,708172596,Talk:Barack Obama,2016-03-04 01:49:37.000000 UTC
708149562.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
:::That's generally correct, but with all the to and fro I can't actually determine what the ""status quo"" is. The diff supplied by Scjessey is certainly not the first insertion of this paragraph. That said, if we can get a rough consensus for removal I will do so. — Martin ( ·
== Fox News ==
",COMMENT_MODIFICATION,,708149172.10076.10076,MSGJ,708149562,Talk:Barack Obama,2016-03-03 22:58:23.000000 UTC
699574941.2047.0,"**Please clarify what you mean by ""second wording"". The wording proposed by MB298, the wording proposed by me, or the current wording?
",COMMENT_RESTORATION,,697876015.1935.1935,Meters,699574941,Talk:Barack Obama,2016-01-13 04:02:01.000000 UTC
699574941.1227.0,":Uh, anyone? I would presume this is probably a battleground article but I am a real person.
::If you have a [WIKI_LINK: Wikipedia:Identifying reliable sources|reliable source], write out what you would want added to the article. The proposed material can then be reviewed and, if acceptable, added to the article.
",COMMENT_RESTORATION,,698939576.1227.1268,Meters,699574941,Talk:Barack Obama,2016-01-13 04:02:01.000000 UTC
703803694.4608.4608,"== HE SUCKS ==
",SECTION_CREATION,,,2022tedcody,703803694,Talk:Barack Obama,2016-02-07 19:23:20.000000 UTC
703156731.2.0,"== Obama Nobel prize ==
",COMMENT_RESTORATION,,699574941.2.0,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
708479118.18499.18499,"::::::Indeed. Any contentious material (which this most certainly is) '''must''' be removed until a consensus exists to include it.
",COMMENT_ADDING,708478509.18411.18411,,Scjessey,708479118,Talk:Barack Obama,2016-03-05 21:14:02.000000 UTC
708180148.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: '''Not done:''' That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
:::That's generally correct, but with all the to and fro I can't actually determine what the ""status quo"" is. The diff supplied by Scjessey is certainly not the first insertion of this paragraph. That said, if we can get a rough consensus for removal I will do so. — Martin ( ·
::::Still though, that is kind of backwards. The consensus should be achieved before it is added, not to remove contested material in a BLP. It was first added [EXTERNAL_LINK: here], the version before it was added is [EXTERNAL_LINK: here]. My problems with the edit are listed [EXTERNAL_LINK: here]. I do not think the article should include the edit until it is discussed and the problems are addressed, but I am will to say consensus is against me after a time, if that is the case. But it should not be edit warred into the article and have the page protected to make it impossible to remove. Thanks.
:::::It seems it was added earlier than this, sometime in February, so that is not the first time is was inserted. I can only point you towards [WIKI_LINK: meta:The Wrong Version|The Wrong Version]. Continue to discuss and if there is consensus to remove I'll do so forthwith. It's nothing so horrendous that it can't stay for a few hours. — Martin ( ·
::::::In the meantime, the small correction? -  ''''
:::::::I've no issue with the correction. I'm involved or I'd make the change myself.
::::::::This minor correction will do fine.
:It should be removed — if not immediately, then as soon as protection expires. This kind of editing in partisan political material is terribly inappropriate, both in substance and editing process. -
::How is it ""partisan""...? -  ''''
:::The accusations against the President and Secretary of State, members of one political party, were made more or less exclusively by operatives of the opposing party for political purposes. That's the definition of partisan, on one side or another of a political division. -
::::Wait, whom precisely are you accusing of being operatives of what, exactly?
:::::Whom = politicians and pundits accusing Obama and Clinton of misdeeds and failures relating to the Benghazi attacks; what = United States Republican Party. It's pretty basic. -
::::::
::::::Um, ok... well, here at Wikipedia we cite facts reported in [WIKI_LINK: WP:RS|reliable sources], such as media outlets, not ""operatives from opposing political parties"". These facts are not always flattering to the subject of the BLP article they're included in, but that is not a factor. As long as the info is relevant, neutral and sourced there is no reason to exclude it. -  ''''
:::::::Those are some of the threshold inclusion criteria, yes. The information here isn't relevant to the biography, it isn't factual, and it is not sourced. In fact, the source cited here says exactly what I pointed out, that it was the subject of partisan politics, not criticism. That sort of thing belongs in articles about party politics, and in fact it is in those articles,  -
::::::::Well, the relevance is debatable, but AFAIC, the significance of the event is what makes it relevant. The factuality is not in dispute. What is written in that passage are indeed facts. And of course it's sourced, see the attached ref. If you want to dispute that, then [WIKI_LINK: WP:RSN] is the place to go. What this boils down to is a case of [WIKI_LINK: WP:IDONTLIKEIT]. -  ''''
:::::::::You're not even making sense. You have not addressed any of the concerns Wikidemon has illustrated, and none of the concerns I've addressed above. All based on Wiki policy. You can continue to claim that it's only because we don't like it, but that is shown to be a straw man. And it is up to those in favor of inclusion to establish consensus to add the paragraph, which has not happened.
[OUTDENT: 0] - Um, do you mean the comment where I addressed it on a ''point. by. point. basis''? Relevance. Facts. Sources. What else is there? Everything's covered, it's just that [WIKI_LINK: WP:IDHT|YOUDIDNTHEARIT]. -  ''''
Right, what Wikidemon said. As should be obvious. And as I've outlined in a minor way above. Which discussion was ended by protecting the page with the edit included in the article. And the page was protected not for 24 hours, but for 48 hours.
== Fox News ==
",COMMENT_MODIFICATION,708144660.9145.9145,708179154.10076.10076,Thewolfchild,708180148,Talk:Barack Obama,2016-03-04 02:58:59.000000 UTC
699699501.1345.1345,":::Did you read the above paragraph?  Whether or not my source is reliable and whether or not something about this belongs in the article is precisely what I'm asking.
",COMMENT_ADDING,698939576.1227.1268,,174.45.178.216,699699501,Talk:Barack Obama,2016-01-13 22:39:54.000000 UTC
698939576.1227.1268,":Uh, anyone? I would presume this is probably a battleground article but I am a real person.
::If you have a [WIKI_LINK: Wikipedia:Identifying reliable sources|reliable source], write out what you would want added to the article. The proposed material can then be reviewed and, if acceptable, added to the article.
",COMMENT_MODIFICATION,698939576.941.979,698934016.1268.1268,SMP0328.,698939576,Talk:Barack Obama,2016-01-09 05:42:36.000000 UTC
698310276.2165.2143,"On January 4, 2016, the White House announced that Obama would sign Executive Actions in order to reduce gun violence.
",COMMENT_ADDING,698180463.1988.1988,,StephenSanchez14,698310276,Talk:Barack Obama,2016-01-05 08:50:42.000000 UTC
705849477.14.14,"From the article:
",COMMENT_MODIFICATION,699574941.2.0,703266937.14.14,163.150.118.26,705849477,Talk:Barack Obama,2016-02-19 22:38:01.000000 UTC
708625801.20970.20970,":::::: [out of order, responding to proposal] Are you serious about saying that neither Clinton nor Obama have been ""formally indicted""? Might as well say that Gowdey and Boehner were never formally charged with terrorism. Even being generous here, Clinton's email server controversy is not a substantive result, it's a second controversy triggered by the first. That doesn't mean that the nexus isn't worth commenting on, just that it's a result of the investigation not an outcome. -
:::::[REPLY_TO: Display name 99] - there's no point. Clearly this trio does whatever the hell they please, takes [WIKI_LINK: WP:IAR] waaay too literally and are willing to [WIKI_LINK: WP:TAGTEAM|tag-team]/ [WIKI_LINK: WP:EW|edit-war] any sourced content of encyclopaedic value out that doesn't conform to their personal agenda and likewise TT/EW any POV nonsense in that does. And they will do so to the point of chasing off others who are simply trying to [WIKI_LINK: WP:CO|collaborate] [see [EXTERNAL_LINK: SQL]]. I'm out for now... but I'll come back ''after'' the election when I'm sure we'll find their interest here has curiously waned. (Until then, it's obvious... ''Benghazi never happened! The Republicans faked it... just like the moon landings!''.) Cheers. -  ''''
",COMMENT_MODIFICATION,708535277.19671.19671,708624121.20970.20970,Wikidemon,708625801,Talk:Barack Obama,2016-03-06 17:31:49.000000 UTC
710460947.544.554,"I recently added the {{controversial}} tag to the article, because he ''has'' been the subject of significant controversy. The tags are on the articles of several recent presidents (Nixon, Carter, Reagan, and both Bushes). It was surprising when the tag wasn't on Clinton's article, due to the Lewinsky scandal, or even the Obama article, because Barack Obama is nowhere near as controversial as Bill Clinton however has generated some controversy (the citizenship controversy).
",COMMENT_REMOVAL,,705043748.3627.3617,Lowercase sigmabot III,710460947,Talk:Barack Obama,2016-03-17 02:30:00.000000 UTC
708696335.19944.19939,"=== Recap ===
Just to recap here, policy is that disputed changes — additions or deletions — should not be made to articles without consensus. A group of editors, some with problematic editing histories arrived a few days ago to try to add a paragraph about the Benghazi attacks, leading to protection of the article. The protecting admin noted that no consensus seems to have emerged, so that the material ""should probably be removed"". I did so, citing the talk page discussion and the admin's comments. To try to break the logjam, I tried an approach that has sometimes worked to resolve other content disputes I've seen, adding a carefully written neutral, compromise version of the proposed text that incorporates as much of the disputed version as I could, but sticks to the sources and also matches (in this case copies) from more detailed treatment in other Wikipedia articles. I described this in the edit summary as a ""trial balloon"" that I was floating,  and offered to remove it again if there was no consensus on my wording. This immediately drew a scolding revert from one of the editors promoting the paragraph. I followed up by removing the section per my earlier comment and the editor went right back to edit warring and posted the insulting screed at the top of the previous subsection. Bottom line, either we agree on a neutral, acceptable sentence or paragraph to add the Benghazi attacks to the Libya section, or that content stays out until we do. -
::I'm going to assume good faith and guess that the editors are just misguided about content, not paying attention, and/or possibly have a [WIKI_LINK: WP:COMPETENCE] problem. One of the editors has five recent blocks for edit warring and personal attacks and apparently doesn't know [WIKI_LINK: WP:TALK] and thinking it's okay to use, then edit war over, loaded talk page headings.  Another is just off an indef block.). But that's really no good reason to be behaving this way, trying to edit war disputed content on an article. Toning down on the ridiculous accusations and insults would be welcome as well. -
",COMMENT_MODIFICATION,,708502590.18784.18784,Wikidemon,708696335,Talk:Barack Obama,2016-03-07 01:49:22.000000 UTC
703659629.4569.4569,"— Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by   •  13:04, February 6, 2016‎
",COMMENT_ADDING,701011053.3268.3268,,Clpo13,703659629,Talk:Barack Obama,2016-02-06 21:10:30.000000 UTC
702767837.4986.4973,"1 February 2016 ==
",COMMENT_ADDING,701011053.3268.3268,,Jayjaysofly1,702767837,Talk:Barack Obama,2016-02-01 15:42:43.000000 UTC
704870837.353.653,":Uh, anyone? I would presume this is probably a battleground article but I am a real person.
::If you have a [WIKI_LINK: Wikipedia:Identifying reliable sources|reliable source], write out what you would want added to the article. The proposed material can then be reviewed and, if acceptable, added to the article.
",COMMENT_REMOVAL,,698939576.1227.1268,Lowercase sigmabot III,704870837,Talk:Barack Obama,2016-02-14 02:40:41.000000 UTC
708100049.8293.8293,"The paragraph originally read;
It's actually not all that wrong. It appears to be missing part of a sentence. While it names the four who died, it doesn't actually mention what happened to them. It could've added that the ambassador and foreign service officer died at the diplomatic mission and the two CIA contractors died at the nearby CIA outpost. It's absolutely correct that both Obama and Clinton received criticism, though going into detail about who did or did not pay attention to warnings and requests regarding security may not be necessary. That said, this is an event where an ambassador was killed representing the country overseas, both a rare and noteworthy event indeed. -  ''''
",COMMENT_ADDING,707925362.3799.3799,,Thewolfchild,708100049,Talk:Barack Obama,2016-03-03 16:54:39.000000 UTC
698227128.0.0,"__toc__
== Obama Nobel prize ==
From the article:
Obama's Nobel Prize has been viewed skeptically in subsequent years, especially after the director of the Nobel Institute, Geir Lundestad, said Obama's Peace Prize was a ""failure""
This suggests that the director of the Nobel Institute feels that Obama is undeserving of the award, while the referenced article actually states that the director expected the honor to deliver a boost to Obama, something he believes did not happen. In other words its a failure of the award to boost Obama, not a failure of Obama as the Wikipedia article seems to suggest.
== Trayvon Martin shooting ==
There is no mention of his famous Trayvon Martin speech which I think the media seized on for gun control legislation. (mostly liberal outlets)  — Preceding [WIKI_LINK: Wikipedia:Signatures|",COMMENT_MODIFICATION,,698226983.0.0,205.125.75.2,698227128,Talk:Barack Obama,2016-01-04 20:07:32.000000 UTC
697703007.1863.1863,"*I prefer the second wording. I'd also like to suggest that the Law Review Editorship be taken out of the opening paragraph. Its not really a defining characteristic of the subject's life.
",COMMENT_ADDING,697236328.1312.1302,,Juno,697703007,Talk:Barack Obama,2016-01-01 08:25:15.000000 UTC
707350851.2.613,":Go to ""For more information click [show]"" and click ""show"" on that line. Then go to Q2 and click ""show"" on that line.
",COMMENT_REMOVAL,,703022346.5049.5051,FrB.TG,707350851,Talk:Barack Obama,2016-02-28 10:04:44.000000 UTC
699572091.0.941,"Is [EXTERNAL_LINK: OpEdNews] a reliable source? This seems like it belongs in this article somewhere. I'm having a bit of difficulty comprehending all this without a nice diagram, but apparently some sort of Canada-to-Gulf-coast pipeline already got completed anyway through Enbridge-owned segments constructed thanks to an Executive Order and the segments of which managed to sidestep the NEPA review process entirely? Having a look at [EXTERNAL_LINK: Enbridge's own pipeline maps], it appears they have a pipeline running from the Alberta tar sands all the way to Chicago, Illinois and then back to Cushing, Oklahoma to connect with the rest of the Keystone pipeline segments, effectively completing the ability to transport oil from Canada to the Gulf Coast.
Perhaps a single sentence about this belongs in the Environmental Policy section?
",COMMENT_REMOVAL,,698939576.941.979,75.109.165.13,699572091,Talk:Barack Obama,2016-01-13 03:37:10.000000 UTC
699572091.0.2915,":::Hmmm... what do you think about ""... is an American politician and lawyer currently serving...""
",COMMENT_REMOVAL,,699324341.2915.2915,75.109.165.13,699572091,Talk:Barack Obama,2016-01-13 03:37:10.000000 UTC
708222616.14012.14012,"::::::What I think is not important, and there is no need for you to take or make anything personal here. Benghazi is a partisan controversy, not a criticism of the President, per the single source cited. You are arguing to include some disputed content that has not so far been supported by sources. I doubt there are sources to back it up, and stated my reason, but you're welcome to try. -
",COMMENT_ADDING,708221766.13895.13899,,Wikidemon,708222616,Talk:Barack Obama,2016-03-04 10:25:38.000000 UTC
708154334.10076.10076,"==Remove disputed paragraph==
Please remove the disputed paragraph that was added [EXTERNAL_LINK: here] while the discussion of whether or not to include contentious material continues above. In its current form, it does not represent a fair summary of the political and biographical ramifications of the [WIKI_LINK: 2012 Benghazi attack] as it pertains to the subject of this article. Moreover, in what arguably can be considered a violation of [WIKI_LINK: WP:BLP], it makes allegations about former Secretary Hillary Clinton (who is not the subject of this article) and does so with a dated source of dubious quality. A fuller justification can be found in an earlier section of this talkpage.
: '''Not done:''' That paragraph has been repeatedly inserted and removed over the past couple of days. I'm not adding or removing anything related to this without consensus. — Martin ( ·
::[REPLY_TO: MSGJ] - Can you make the small correction, as noted above? Right now there is a factual error, but simply removing the words ""Four Americans;"" from the beginning of the second sentence will resolve it for now. I wouldn't think that anyone would have a problem with this. Hopefully in the coming days we can get some more people involved, have a productive discussion and come to a consensus on how to proceed with this paragraph. -  ''''
::I wasn't going to ask for a removal or bug  about protecting the page(without a request), but this answer is both unacceptable and you should not be the one deciding. You protect the page with the contested paragraph still in the article. If editors challenge an addition to the article, it's incumbent upon the editors who want the information placed into the article to achieve consensus to add it into the article, not the editors who do not want the edit placed into the article. That's Wiki policy 101.
:::That's generally correct, but with all the to and fro I can't actually determine what the ""status quo"" is. The diff supplied by Scjessey is certainly not the first insertion of this paragraph. That said, if we can get a rough consensus for removal I will do so. — Martin ( ·
::::Still though, that is kind of backwards. The consensus should be achieved before it is added, not to remove contested material in a BLP. It was first added [EXTERNAL_LINK: here], the version before it was added is [EXTERNAL_LINK: here]. My problems with the edit are listed [EXTERNAL_LINK: here]. I do not think the article should include the edit until it is discussed and the problems are addressed, but I am will to say consensus is against me after a time, if that is the case. But it should not be edit warred into the article and have the page protected to make it impossible to remove. Thanks.
:::::It seems it was added earlier than this, sometime in February, so that is not the first time is was inserted. I can only point you towards [WIKI_LINK: meta:The Wrong Version|The Wrong Version]. Continue to discuss and if there is consensus to remove I'll do so forthwith. It's nothing so horrendous that it can't stay for a few hours. — Martin ( ·
::::::In the meantime, the small correction? -  ''''
:::::::I've no issue with the correction. I'm involved or I'd make the change myself.
::::::::This minor correction will do fine.
== Fox News ==
",COMMENT_MODIFICATION,,708152290.10076.10076,Display name 99,708154334,Talk:Barack Obama,2016-03-03 23:36:35.000000 UTC
703154827.0.1146,"The talk pages for [WIKI_LINK: President of the United States|U.S. Presidents] [WIKI_LINK: Talk:Richard Nixon|Richard Nixon], [WIKI_LINK: Talk:Ronald Reagan|Ronald Reagan], [WIKI_LINK: Talk:George H. W. Bush|George H. W. Bush], and [WIKI_LINK: Talk:George W. Bush|George W. Bush]  carry the warning, “The subject of this article is controversial and content may be in dispute…” Shouldn’t the talk pages for [WIKI_LINK: Talk:Gerald Ford|Gerald Ford], [WIKI_LINK: Talk:Bill Clinton|Bill Clinton], and Barack Obama carry the same warning?
",COMMENT_REMOVAL,,698422747.2334.2325,72.243.248.66,703154827,Talk:Barack Obama,2016-02-03 20:58:09.000000 UTC
708486335.17141.17141,"===unbelievable===
",COMMENT_MODIFICATION,,708482975.17141.17141,Thewolfchild,708486335,Talk:Barack Obama,2016-03-05 21:54:36.000000 UTC
706876982.4525.4525,":: I think using such a large definiton of ""African American"" is misleading: there is a sharp difference between descendants of American slaves (aka ""pure"" African Americans) and other Black American citizens (Black Latinos, West Indians, etc.). Besides, Barack Obama is of East African descent while ""pure"" African Americans are of West African descent. In short, Mr Obama is neither culturally or ethnically related to the African American community. Quite ironically, he's actually more related to the WHITE American community.  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
",COMMENT_MODIFICATION,604635896.14898.14898,706876241.4525.4525,92.90.17.129,706876982,Talk:Barack Obama,2016-02-25 20:13:50.000000 UTC
708421667.16551.16551,"::::::It's amazing that both of the links you have provided deal mostly with HRC and the embassy attack, in which they either barely or have no mention of Obama. And yet this is the Barack Obama BLP. And you do not think that editors of good conscience would have a problem with that or be able to see that there was some sort of agenda being pushed? It's kind of obvious.
",COMMENT_ADDING,708364954.14312.14312,,Dave Dial,708421667,Talk:Barack Obama,2016-03-05 14:35:38.000000 UTC
703154827.0.1416,":::This article already has a form of that warning, and it is also under article probation. See the various messages at the top of the page.
",COMMENT_REMOVAL,,698504083.2604.2604,72.243.248.66,703154827,Talk:Barack Obama,2016-02-03 20:58:09.000000 UTC
